Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Matches,Team,Playing Time.3
Toby Collyer,eng ENG,MF,20.0,,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches,Manchester-United,1.0
Luke Shaw,eng ENG,DF,29.0,,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester-United,1.0
Antony,br BRA,FW,24.0,,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.47,0.22,0.7,0.47,0.7,Matches,Manchester-United,2.0
Scott McTominay,sct SCO,MF,27.0,,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,Matches,Manchester-United,2.0
Harry Amass,eng ENG,DF,17.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-United,0.0
Altay Bayındır,tr TUR,GK,26.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-United,0.0
Jayce Fitzgerald,eng ENG,MF,17.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-United,0.0
Jack Fletcher,eng ENG,MF,17.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-United,0.0
Tom Heaton,eng ENG,GK,38.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-United,0.0
Tyrell Malacia,nl NED,DF,25.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-United,0.0
Ethan Wheatley,eng ENG,FW,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-United,0.0
Squad Total,,,26.7,,132,1080.0,12.0,12.0,11.0,23.0,11.0,1.0,1.0,33.0,1.0,18.2,17.4,15.2,32.6,196.0,469.0,460.0,1.0,0.92,1.92,0.92,1.83,1.51,1.27,2.78,1.45,2.72,,Manchester-United,12.0
Opponent Total,,,26.8,,132,1080.0,12.0,13.0,10.0,23.0,12.0,1.0,2.0,23.0,1.0,18.3,16.8,14.1,30.8,220.0,399.0,395.0,1.08,0.83,1.92,1.0,1.83,1.53,1.17,2.7,1.4,2.57,,Manchester-United,12.0
Illia Zabarnyi,ua UKR,DF,22.0,12.0,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.4,7.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,Bournemouth,
Lewis Cook,eng ENG,MF,27.0,12.0,12,1073.0,11.9,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,0.5,0.5,2.1,2.6,10.0,64.0,17.0,0.08,0.25,0.34,0.08,0.34,0.04,0.18,0.22,0.04,0.22,Matches,Bournemouth,
Antoine Semenyo,gh GHA,FW,24.0,12.0,12,1057.0,11.7,4.0,1.0,5.0,4.0,0.0,0.0,5.0,0.0,4.1,4.1,2.3,6.4,48.0,27.0,96.0,0.34,0.09,0.43,0.34,0.43,0.35,0.19,0.55,0.35,0.55,Matches,Bournemouth,
Milos Kerkez,hu HUN,DF,21.0,12.0,12,1007.0,11.2,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.2,0.1,1.3,1.5,35.0,51.0,49.0,0.0,0.18,0.18,0.0,0.18,0.01,0.12,0.13,0.01,0.13,Matches,Bournemouth,
Marcus Tavernier,eng ENG,"MF,FW",25.0,12.0,10,893.0,9.9,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.6,2.6,1.8,4.4,23.0,57.0,62.0,0.1,0.2,0.3,0.1,0.3,0.26,0.18,0.44,0.26,0.44,Matches,Bournemouth,
Marcos Senesi,ar ARG,DF,27.0,10.0,10,836.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,0.3,1.1,11.0,44.0,3.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.11,0.09,0.11,Matches,Bournemouth,
Evanilson,br BRA,FW,25.0,11.0,10,797.0,8.9,4.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,4.5,3.7,0.7,4.4,9.0,5.0,24.0,0.45,0.0,0.45,0.45,0.45,0.51,0.08,0.59,0.42,0.5,Matches,Bournemouth,
Ryan Christie,sct SCO,MF,29.0,11.0,9,703.0,7.8,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.5,0.5,1.1,1.5,8.0,43.0,18.0,0.13,0.0,0.13,0.13,0.13,0.06,0.14,0.2,0.06,0.2,Matches,Bournemouth,
Justin Kluivert,nl NED,"MF,FW",25.0,12.0,9,699.0,7.8,2.0,2.0,4.0,1.0,1.0,1.0,4.0,0.0,2.3,1.5,1.3,2.8,16.0,29.0,53.0,0.26,0.26,0.52,0.13,0.39,0.29,0.17,0.46,0.19,0.36,Matches,Bournemouth,
Adam Smith,eng ENG,DF,33.0,12.0,7,681.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,0.1,0.7,2.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.09,0.08,0.09,Matches,Bournemouth,
Kepa Arrizabalaga,es ESP,GK,30.0,7.0,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,
Julian Araujo,mx MEX,DF,23.0,8.0,5,355.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,
Dango Ouattara,bf BFA,"FW,DF",22.0,9.0,4,440.0,4.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,1.6,3.1,24.0,7.0,50.0,0.2,0.2,0.41,0.2,0.41,0.31,0.32,0.64,0.31,0.64,Matches,Bournemouth,
Mark Travers,ie IRL,GK,25.0,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,
Alex Scott,eng ENG,MF,21.0,8.0,2,263.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,5.0,32.0,14.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.12,0.05,0.12,Matches,Bournemouth,
Dean Huijsen,es ESP,DF,19.0,6.0,2,245.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.2,0.7,3.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.18,0.08,0.27,0.18,0.27,Matches,Bournemouth,
Neto,br BRA,GK,35.0,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,
Tyler Adams,us USA,MF,25.0,4.0,2,165.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.2,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.09,0.01,0.09,Matches,Bournemouth,
Luis Sinisterra,co COL,"FW,MF",25.0,8.0,1,208.0,2.3,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.1,1.1,1.0,2.1,14.0,3.0,29.0,0.43,0.43,0.87,0.43,0.87,0.48,0.44,0.92,0.48,0.92,Matches,Bournemouth,
Enes Unal,tr TUR,"FW,MF",27.0,9.0,1,166.0,1.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.2,1.2,4.0,7.0,10.0,0.0,0.54,0.54,0.0,0.54,0.51,0.12,0.63,0.51,0.63,Matches,Bournemouth,
David Brooks,wls WAL,"FW,MF",27.0,5.0,0,65.0,0.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.8,5.0,6.0,20.0,1.38,0.0,1.38,1.38,1.38,0.28,0.83,1.1,0.28,1.1,Matches,Bournemouth,
Daniel Jebbison,eng ENG,FW,21.0,2.0,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,Bournemouth,
Philip Billing,dk DEN,MF,28.0,2.0,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,
Max Aarons,eng ENG,DF,24.0,1.0,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,
Jaidon Anthony,eng ENG,"FW,MF",24.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,
Will Dennis,eng ENG,GK,24.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,
James Hill,eng ENG,DF,22.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,
Hamed Junior Traore,ci CIV,"FW,MF",24.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,
Maxwell Wellings,eng ENG,DF,19.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,
Squad Total,,,25.9,12.0,132,1080.0,12.0,16.0,13.0,29.0,15.0,1.0,2.0,34.0,0.0,20.5,18.9,15.0,33.8,228.0,479.0,474.0,1.33,1.08,2.42,1.25,2.33,1.7,1.25,2.95,1.57,2.82,,Bournemouth,
Opponent Total,,,27.0,12.0,132,1080.0,12.0,17.0,13.0,30.0,17.0,0.0,0.0,38.0,2.0,15.3,15.3,12.1,27.5,217.0,423.0,417.0,1.42,1.08,2.5,1.42,2.5,1.28,1.01,2.29,1.28,2.29,,Bournemouth,
Max Kilman,eng ENG,DF,27.0,,12,1080.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.3,0.9,12.0,47.0,2.0,0.0,0.08,0.08,0.0,0.08,0.05,0.02,0.08,0.05,0.08,Matches,West-Ham-United,12.0
Jarrod Bowen,eng ENG,"FW,MF",27.0,,12,1056.0,11.7,3.0,3.0,6.0,2.0,1.0,1.0,0.0,0.0,2.1,1.4,3.1,4.5,46.0,47.0,68.0,0.26,0.26,0.51,0.17,0.43,0.18,0.26,0.44,0.12,0.38,Matches,West-Ham-United,12.0
Emerson Palmieri,it ITA,DF,30.0,,12,925.0,10.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.9,1.9,15.0,24.0,43.0,0.0,0.1,0.1,0.0,0.1,0.09,0.09,0.18,0.09,0.18,Matches,West-Ham-United,12.0
Lucas Paqueta,br BRA,MF,27.0,,11,901.0,10.0,2.0,0.0,2.0,1.0,1.0,1.0,4.0,0.0,2.2,1.4,1.3,2.7,8.0,56.0,28.0,0.2,0.0,0.2,0.1,0.1,0.22,0.13,0.35,0.14,0.27,Matches,West-Ham-United,12.0
Guido Rodriguez,ar ARG,MF,30.0,,11,806.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.1,2.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,West-Ham-United,12.0
Aaron Wan-Bissaka,eng ENG,DF,27.0,,10,905.0,10.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.5,32.0,44.0,39.0,0.1,0.0,0.1,0.1,0.1,0.01,0.03,0.05,0.01,0.05,Matches,West-Ham-United,11.0
Michail Antonio,jm JAM,FW,34.0,,10,743.0,8.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.9,1.9,1.6,3.5,25.0,15.0,51.0,0.12,0.12,0.24,0.12,0.24,0.24,0.19,0.43,0.24,0.43,Matches,West-Ham-United,12.0
Tomas Soucek,cz CZE,MF,29.0,,8,744.0,8.3,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,2.3,2.3,0.4,2.7,2.0,28.0,20.0,0.36,0.0,0.36,0.36,0.36,0.28,0.05,0.33,0.28,0.33,Matches,West-Ham-United,11.0
Alphonse Areola,fr FRA,GK,31.0,,8,675.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West-Ham-United,8.0
Mohammed Kudus,gh GHA,"MF,FW",24.0,,8,663.0,7.4,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.8,2.8,0.8,3.6,37.0,20.0,66.0,0.27,0.0,0.27,0.27,0.27,0.38,0.11,0.49,0.38,0.49,Matches,West-Ham-United,8.0
Konstantinos Mavropanos,gr GRE,DF,26.0,,7,684.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,7.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,West-Ham-United,10.0
Jean-Clair Todibo,fr FRA,DF,24.0,,6,559.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,Matches,West-Ham-United,9.0
Edson Alvarez,mx MEX,"MF,DF",27.0,,5,408.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.1,0.1,0.1,0.2,4.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,West-Ham-United,8.0
Crysencio Summerville,nl NED,"FW,MF",23.0,,4,429.0,4.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0.6,1.5,15.0,10.0,34.0,0.21,0.0,0.21,0.21,0.21,0.19,0.12,0.31,0.19,0.31,Matches,West-Ham-United,11.0
Łukasz Fabianski,pl POL,GK,39.0,,4,405.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West-Ham-United,5.0
Carlos Soler,es ESP,"MF,FW",27.0,,2,351.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.1,0.5,6.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.12,0.09,0.12,Matches,West-Ham-United,9.0
Vladimir Coufal,cz CZE,DF,32.0,,2,240.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,4.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09,Matches,West-Ham-United,6.0
Danny Ings,eng ENG,"FW,MF",32.0,,0,91.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,0.6,1.8,4.0,1.0,10.0,0.99,0.99,1.98,0.99,1.98,1.14,0.6,1.74,1.14,1.74,Matches,West-Ham-United,6.0
Niclas Fullkrug,de GER,FW,31.0,,0,66.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.35,0.35,0.35,Matches,West-Ham-United,3.0
Andy Irving,sct SCO,MF,24.0,,0,38.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,West-Ham-United,4.0
Aaron Cresswell,eng ENG,DF,34.0,,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.22,0.11,0.22,Matches,West-Ham-United,4.0
James Ward-Prowse,eng ENG,MF,30.0,,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West-Ham-United,1.0
Luis Guilherme,br BRA,MF,18.0,,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West-Ham-United,2.0
Kaelan Casey,eng ENG,DF,20.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West-Ham-United,0.0
Wes Foderingham,eng ENG,GK,33.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West-Ham-United,0.0
Oliver Scarles,eng ENG,MF,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West-Ham-United,0.0
Squad Total,,,28.8,,132,1080.0,12.0,14.0,7.0,21.0,12.0,2.0,2.0,29.0,2.0,15.9,14.4,10.4,24.8,225.0,393.0,391.0,1.17,0.58,1.75,1.0,1.58,1.33,0.86,2.19,1.2,2.06,,West-Ham-United,11.0
Opponent Total,,,26.7,,132,1080.0,12.0,18.0,16.0,34.0,18.0,0.0,0.0,18.0,0.0,20.1,20.1,17.3,37.4,259.0,520.0,516.0,1.5,1.33,2.83,1.5,2.83,1.67,1.44,3.12,1.67,3.12,,West-Ham-United,11.0
Jordan Pickford,eng ENG,GK,30.0,12.0,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton,
James Tarkowski,eng ENG,DF,32.0,12.0,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,1.3,2.0,2.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.11,0.17,0.06,0.17,Matches,Everton,
Dominic Calvert-Lewin,eng ENG,FW,27.0,12.0,12,988.0,11.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,3.9,3.9,0.4,4.3,15.0,11.0,70.0,0.18,0.09,0.27,0.18,0.27,0.36,0.03,0.39,0.36,0.39,Matches,Everton,
Dwight McNeil,eng ENG,"MF,FW",25.0,11.0,11,977.0,10.9,3.0,3.0,6.0,3.0,0.0,0.0,1.0,0.0,0.8,0.8,3.1,3.9,26.0,52.0,54.0,0.28,0.28,0.55,0.28,0.55,0.08,0.28,0.36,0.08,0.36,Matches,Everton,
Iliman Ndiaye,sn SEN,FW,24.0,12.0,10,896.0,10.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6,1.7,41.0,21.0,54.0,0.2,0.0,0.2,0.2,0.2,0.11,0.06,0.17,0.11,0.17,Matches,Everton,
Ashley Young,eng ENG,DF,39.0,10.0,10,875.0,9.7,0.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,1.1,1.3,13.0,65.0,9.0,0.0,0.31,0.31,0.0,0.31,0.01,0.12,0.13,0.01,0.13,Matches,Everton,
Vitaliy Mykolenko,ua UKR,DF,25.0,10.0,10,835.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.5,9.0,33.0,27.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,Everton,
Idrissa Gana Gueye,sn SEN,MF,35.0,11.0,9,824.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.6,1.3,12.0,50.0,8.0,0.0,0.0,0.0,0.0,0.0,0.08,0.06,0.14,0.08,0.14,Matches,Everton,
Michael Keane,eng ENG,DF,31.0,9.0,9,810.0,9.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.4,0.4,0.1,0.5,1.0,12.0,3.0,0.22,0.0,0.22,0.22,0.22,0.05,0.01,0.06,0.05,0.06,Matches,Everton,
Abdoulaye Doucoure,ml MLI,MF,31.0,10.0,9,721.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.8,8.0,26.0,20.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.11,0.06,0.11,Matches,Everton,
Jack Harrison,eng ENG,FW,28.0,11.0,7,626.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,1.5,2.7,17.0,13.0,48.0,0.0,0.0,0.0,0.0,0.0,0.17,0.22,0.39,0.17,0.39,Matches,Everton,
Orel Mangala,be BEL,MF,26.0,9.0,5,474.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,3.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.14,0.06,0.14,Matches,Everton,
Jesper Lindstrøm,dk DEN,FW,24.0,8.0,5,420.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.8,2.0,14.0,7.0,33.0,0.0,0.0,0.0,0.0,0.0,0.24,0.18,0.42,0.24,0.42,Matches,Everton,
Tim Iroegbunam,eng ENG,MF,21.0,6.0,4,383.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.3,5.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,Matches,Everton,
Jarrad Branthwaite,eng ENG,DF,22.0,5.0,3,278.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Everton,
