Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Matches,Team,Playing Time.3
Cameron Burgess,au AUS,DF,29.0,,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,2.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,Matches,Ipswich-Town,5.0
Ben Johnson,eng ENG,"DF,FW",24.0,,4,403.0,4.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,6.0,12.0,8.0,0.0,0.22,0.22,0.0,0.22,0.01,0.09,0.09,0.01,0.09,Matches,Ipswich-Town,6.0
Luke Woolfenden,eng ENG,DF,26.0,,4,378.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Ipswich-Town,5.0
Jens Cajuste,se SWE,MF,25.0,,4,332.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,5.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,Ipswich-Town,6.0
Jack Clarke,eng ENG,FW,24.0,,3,385.0,4.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,1.0,1.5,6.0,8.0,18.0,0.0,0.23,0.23,0.0,0.23,0.13,0.23,0.36,0.13,0.36,Matches,Ipswich-Town,10.0
Conor Chaplin,eng ENG,"MF,FW",27.0,,3,291.0,3.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.4,0.9,3.0,13.0,11.0,0.0,0.31,0.31,0.0,0.31,0.16,0.12,0.27,0.16,0.27,Matches,Ipswich-Town,10.0
Chiedozie Ogbene,ie IRL,FW,27.0,,3,238.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,7.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Ipswich-Town,5.0
Massimo Luongo,au AUS,MF,32.0,,2,143.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ipswich-Town,5.0
George Hirst,eng ENG,FW,25.0,,1,180.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.3,1.0,3.0,7.0,14.0,0.5,0.5,1.0,0.5,1.0,0.38,0.13,0.51,0.38,0.51,Matches,Ipswich-Town,8.0
Harry Clarke,eng ENG,DF,23.0,,1,96.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ipswich-Town,2.0
Christian Walton,eng ENG,GK,29.0,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ipswich-Town,1.0
Jack Taylor,ie IRL,MF,26.0,,0,160.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.0,0.3,2.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches,Ipswich-Town,7.0
Ali Al Hamadi,iq IRQ,FW,22.0,,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches,Ipswich-Town,4.0
Marcus Harness,eng ENG,MF,28.0,,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ipswich-Town,2.0
George Edmundson,eng ENG,DF,27.0,,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ipswich-Town,1.0
Conor Townsend,eng ENG,MF,31.0,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,0.0,1.6,Matches,Ipswich-Town,1.0
Nathan Broadhead,wls WAL,"FW,MF",26.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Ipswich-Town,0.0
Cieran Slicker,sct SCO,GK,22.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Ipswich-Town,0.0
Squad Total,,,26.4,,132,1080.0,12.0,13.0,10.0,23.0,13.0,0.0,0.0,35.0,2.0,11.7,11.7,8.7,20.4,153.0,309.0,306.0,1.08,0.83,1.92,1.08,1.92,0.97,0.72,1.7,0.97,1.7,,Ipswich-Town,12.0
Opponent Total,,,27.2,,132,1080.0,12.0,23.0,14.0,37.0,21.0,2.0,2.0,19.0,0.0,25.0,23.4,18.1,41.5,257.0,494.0,490.0,1.92,1.17,3.08,1.75,2.92,2.08,1.51,3.59,1.95,3.46,,Ipswich-Town,12.0
Marc Guehi,eng ENG,DF,24.0,12.0,12,1080.0,12.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.1,1.1,0.1,1.2,5.0,50.0,1.0,0.17,0.0,0.17,0.17,0.17,0.1,0.01,0.1,0.1,0.1,Matches,Crystal-Palace,
Dean Henderson,eng ENG,GK,27.0,12.0,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Crystal-Palace,
Tyrick Mitchell,eng ENG,"DF,MF",25.0,12.0,12,1030.0,11.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,1.9,2.2,22.0,30.0,77.0,0.0,0.09,0.09,0.0,0.09,0.03,0.16,0.19,0.03,0.19,Matches,Crystal-Palace,
Daniel Munoz,co COL,"DF,MF",28.0,12.0,12,993.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.3,1.3,1.5,2.9,17.0,28.0,74.0,0.0,0.09,0.09,0.0,0.09,0.12,0.14,0.26,0.12,0.26,Matches,Crystal-Palace,
Jean-Philippe Mateta,fr FRA,FW,27.0,12.0,10,844.0,9.4,3.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,3.2,2.4,1.4,3.7,9.0,18.0,36.0,0.32,0.11,0.43,0.21,0.32,0.34,0.14,0.48,0.25,0.4,Matches,Crystal-Palace,
Maxence Lacroix,fr FRA,DF,24.0,9.0,9,810.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.3,0.6,2.0,20.0,0.0,0.0,0.11,0.11,0.0,0.11,0.03,0.03,0.07,0.03,0.07,Matches,Crystal-Palace,
Eberechi Eze,eng ENG,"MF,FW",26.0,9.0,9,809.0,9.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,27.0,45.0,58.0,0.11,0.11,0.22,0.11,0.22,0.33,0.11,0.45,0.33,0.45,Matches,Crystal-Palace,
Adam Wharton,eng ENG,MF,20.0,8.0,8,622.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.8,6.0,61.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12,Matches,Crystal-Palace,
Daichi Kamada,jp JPN,MF,28.0,11.0,7,620.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.6,0.6,0.6,1.2,13.0,39.0,29.0,0.0,0.0,0.0,0.0,0.0,0.08,0.09,0.17,0.08,0.17,Matches,Crystal-Palace,
Trevoh Chalobah,eng ENG,DF,25.0,6.0,6,537.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.3,0.6,4.0,13.0,3.0,0.17,0.0,0.17,0.17,0.17,0.06,0.04,0.11,0.06,0.11,Matches,Crystal-Palace,
Eddie Nketiah,eng ENG,"MF,FW",25.0,7.0,6,489.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.7,1.6,21.0,8.0,38.0,0.0,0.0,0.0,0.0,0.0,0.17,0.13,0.3,0.17,0.3,Matches,Crystal-Palace,
Ismaila Sarr,sn SEN,"MF,FW",26.0,12.0,5,571.0,6.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.8,1.8,1.7,3.5,19.0,10.0,42.0,0.16,0.16,0.32,0.16,0.32,0.29,0.27,0.56,0.29,0.56,Matches,Crystal-Palace,
Will Hughes,eng ENG,MF,29.0,10.0,5,545.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,0.3,0.7,10.0,29.0,12.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.12,0.06,0.12,Matches,Crystal-Palace,
Jefferson Lerma,co COL,"MF,DF",30.0,8.0,5,442.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.8,0.9,2.0,26.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.17,0.19,0.02,0.19,Matches,Crystal-Palace,
Chris Richards,us USA,DF,24.0,5.0,4,345.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Crystal-Palace,
Nathaniel Clyne,eng ENG,"DF,MF",33.0,6.0,3,296.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Crystal-Palace,
Cheick Doucoure,ml MLI,MF,24.0,6.0,2,196.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Crystal-Palace,
Justin Devenny,nir NIR,MF,21.0,2.0,2,146.0,1.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,3.0,3.0,2.0,0.62,0.0,0.62,0.62,0.62,0.23,0.13,0.37,0.23,0.37,Matches,Crystal-Palace,
Odsonne Edouard,fr FRA,"MF,FW",26.0,2.0,1,115.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.31,0.04,0.34,0.31,0.34,Matches,Crystal-Palace,
Joachim Andersen,dk DEN,DF,28.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Crystal-Palace,
Chadi Riad,ma MAR,DF,21.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Crystal-Palace,
Jeffrey Schlupp,gh GHA,"MF,DF",31.0,9.0,0,85.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,3.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.13,0.11,0.24,0.13,0.24,Matches,Crystal-Palace,
Jordan Ayew,gh GHA,"FW,MF",33.0,1.0,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.96,0.21,2.17,1.96,2.17,Matches,Crystal-Palace,
Asher Agbinone,eng ENG,MF,19.0,2.0,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29,0.5,0.79,0.29,0.79,Matches,Crystal-Palace,
Caleb Kporha,eng ENG,DF,18.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Crystal-Palace,
Naouirou Ahamada,fr FRA,MF,22.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
Rob Holding,eng ENG,DF,29.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
Sam Johnstone,eng ENG,GK,31.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
Zachariah Marsh,eng ENG,FW,19.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
Remi Matthews,eng ENG,GK,30.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
Kaden Rodney,eng ENG,DF,20.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
Matt Turner,us USA,GK,30.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
Franco Umeh-Chibueze,ie IRL,MF,19.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
Joel Ward,eng ENG,"DF,MF",35.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
Squad Total,,,26.4,12.0,132,1080.0,12.0,9.0,6.0,15.0,8.0,1.0,1.0,27.0,1.0,15.0,14.2,11.4,25.7,177.0,417.0,413.0,0.75,0.5,1.25,0.67,1.17,1.25,0.95,2.2,1.19,2.14,,Crystal-Palace,
Opponent Total,,,27.1,12.0,132,1080.0,12.0,17.0,13.0,30.0,17.0,0.0,1.0,26.0,0.0,19.2,18.4,15.0,33.3,224.0,521.0,517.0,1.42,1.08,2.5,1.42,2.5,1.6,1.25,2.84,1.53,2.78,,Crystal-Palace,
Flynn Downes,eng ENG,"MF,DF",25.0,11.0,11,986.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,0.9,1.4,15.0,40.0,18.0,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.13,0.05,0.13,Matches,Southampton,
Jan Bednarek,pl POL,DF,28.0,11.0,11,980.0,10.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.4,0.5,4.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,Southampton,
Taylor Harwood-Bellis,eng ENG,DF,22.0,12.0,11,950.0,10.6,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.2,1.2,0.4,1.6,5.0,39.0,5.0,0.09,0.0,0.09,0.09,0.09,0.11,0.04,0.15,0.11,0.15,Matches,Southampton,
Kyle Walker-Peters,eng ENG,DF,27.0,10.0,10,890.0,9.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.9,1.1,41.0,44.0,29.0,0.0,0.1,0.1,0.0,0.1,0.02,0.09,0.11,0.02,0.11,Matches,Southampton,
Aaron Ramsdale,eng ENG,GK,26.0,9.0,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Southampton,
Mateus Fernandes,pt POR,MF,20.0,11.0,9,797.0,8.9,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.9,0.9,1.1,2.0,27.0,45.0,30.0,0.11,0.11,0.23,0.11,0.23,0.1,0.12,0.22,0.1,0.22,Matches,Southampton,
Yukinari Sugawara,jp JPN,DF,24.0,11.0,8,682.0,7.6,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,1.5,1.8,12.0,35.0,30.0,0.13,0.13,0.26,0.13,0.26,0.04,0.2,0.24,0.04,0.24,Matches,Southampton,
Jack Stephens,eng ENG,DF,30.0,8.0,8,665.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.3,0.3,0.1,0.4,11.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches,Southampton,
Tyler Dibling,eng ENG,"FW,MF",18.0,12.0,7,660.0,7.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.8,1.8,32.0,25.0,40.0,0.14,0.0,0.14,0.14,0.14,0.13,0.11,0.25,0.13,0.25,Matches,Southampton,
Joe Aribo,ng NGA,MF,28.0,11.0,6,653.0,7.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,0.7,1.9,19.0,26.0,29.0,0.14,0.0,0.14,0.14,0.14,0.18,0.09,0.27,0.18,0.27,Matches,Southampton,
Cameron Archer,eng ENG,FW,23.0,12.0,6,612.0,6.8,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.5,2.7,0.2,2.9,9.0,4.0,25.0,0.29,0.0,0.29,0.29,0.29,0.52,0.03,0.55,0.4,0.43,Matches,Southampton,
Adam Armstrong,eng ENG,"FW,MF",27.0,9.0,6,532.0,5.9,2.0,1.0,3.0,2.0,0.0,1.0,3.0,0.0,2.1,1.2,0.3,1.5,11.0,12.0,51.0,0.34,0.17,0.51,0.34,0.51,0.36,0.06,0.42,0.2,0.26,Matches,Southampton,
Ryan Manning,ie IRL,"DF,FW",28.0,5.0,5,329.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.5,0.6,2.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,0.16,0.01,0.16,Matches,Southampton,
Adam Lallana,eng ENG,MF,36.0,8.0,5,315.0,3.5,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.9,1.0,5.0,22.0,8.0,0.0,0.57,0.57,0.0,0.57,0.05,0.25,0.3,0.05,0.3,Matches,Southampton,
Ben Brereton,cl CHI,FW,25.0,7.0,4,407.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.1,1.0,11.0,8.0,39.0,0.0,0.0,0.0,0.0,0.0,0.2,0.02,0.22,0.2,0.22,Matches,Southampton,
Alex McCarthy,eng ENG,GK,34.0,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Southampton,
William Smallbone,ie IRL,MF,24.0,4.0,3,241.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.6,2.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.23,0.11,0.23,Matches,Southampton,
Ryan Fraser,sct SCO,"FW,DF",30.0,5.0,3,217.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.1,5.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.06,0.01,0.06,Matches,Southampton,
Lesley Ugochukwu,fr FRA,MF,20.0,6.0,2,211.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.17,0.09,0.17,Matches,Southampton,
Charlie Taylor,eng ENG,DF,31.0,5.0,2,209.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,2.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Southampton,
Ross Stewart,sct SCO,"FW,MF",28.0,4.0,1,132.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,Southampton,
Paul Onuachu,ng NGA,FW,30.0,6.0,1,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.06,0.05,0.06,Matches,Southampton,
Maxwel Cornet,ci CIV,FW,28.0,2.0,1,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,Matches,Southampton,
Samuel Edozie,eng ENG,"DF,FW",21.0,2.0,0,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,6.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,Southampton,
Kamaldeen Sulemana,gh GHA,"FW,MF",22.0,2.0,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,Southampton,
James Bree,eng ENG,DF,27.0,1.0,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,Southampton,
Carlos Alcaraz,ar ARG,MF,21.0,1.0,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.62,0.86,1.48,0.62,1.48,Matches,Southampton,
Samuel Amo-Ameyaw,eng ENG,DF,18.0,1.0,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.18,0.62,0.8,0.18,0.8,Matches,Southampton,
Joe Lumley,eng ENG,GK,29.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Southampton,
Nathan Wood-Gordon,eng ENG,DF,22.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Southampton,
Squad Total,,,26.2,12.0,132,1080.0,12.0,9.0,6.0,15.0,9.0,0.0,2.0,40.0,2.0,13.2,11.4,9.6,21.1,231.0,408.0,405.0,0.75,0.5,1.25,0.75,1.25,1.1,0.8,1.9,0.95,1.76,,Southampton,
Opponent Total,,,26.9,12.0,132,1080.0,12.0,24.0,16.0,40.0,22.0,2.0,2.0,28.0,1.0,25.5,24.1,20.5,44.6,246.0,494.0,491.0,2.0,1.33,3.33,1.83,3.17,2.13,1.71,3.84,2.01,3.72,,Southampton,
